conference,year,teamId,team,conferenceGames_games,conferenceGames_wins,conferenceGames_losses,conferenceGames_ties,homeGames_games,homeGames_wins,homeGames_losses,homeGames_ties,awayGames_games,awayGames_wins,awayGames_losses,awayGames_ties,total_games,total_wins,total_losses,total_ties
Big Ten,2006,275,Wisconsin,9,8,1,0,8,8,0,0,5,4,1,0,13,12,1,0
Big Sky,2006,2502,Portland State,8,6,2,0,0,0,0,0,7,4,3,0,11,7,4,0
Conference USA,2006,242,Rice,8,6,2,0,5,3,2,0,8,4,4,0,13,7,6,0
Conference USA,2006,202,Tulsa,8,5,3,0,5,4,1,0,7,3,4,0,13,8,5,0
FBS Independents,2006,87,Notre Dame,0,0,0,0,7,6,1,0,6,4,2,0,13,10,3,0
FCS Independents,2006,2046,Austin Peay,0,0,0,0,5,1,4,0,4,1,3,0,11,3,8,0
NEC,2006,2523,Robert Morris,7,5,2,0,5,2,3,0,5,4,1,0,11,7,4,0
Conference USA,2006,2638,UTEP,8,3,5,0,6,3,3,0,6,2,4,0,12,5,7,0
Big 12,2006,2306,Kansas State,8,4,4,0,9,6,3,0,4,1,3,0,13,7,6,0
Big 12,2006,38,Colorado,8,2,6,0,6,2,4,0,6,0,6,0,12,2,10,0
Big East,2006,221,Pittsburgh,7,2,5,0,7,3,4,0,5,3,2,0,12,6,6,0
NEC,2006,2529,Sacred Heart,7,1,6,0,6,2,4,0,3,0,3,0,11,2,9,0
SWAC,2006,2755,Grambling,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0
Atlantic 10,2006,113,Massachusetts,9,9,0,0,0,0,0,0,4,3,1,0,13,12,1,0
Big 12,2006,201,Oklahoma,9,8,1,0,9,7,2,0,5,4,1,0,14,11,3,0
Sun Belt,2006,2653,Troy,7,6,1,0,6,5,1,0,7,3,4,0,13,8,5,0
Atlantic 10,2006,160,New Hampshire,9,5,4,0,5,3,2,0,5,5,0,0,14,10,4,0
Patriot,2006,46,Georgetown,6,0,6,0,5,2,3,0,5,0,5,0,11,2,9,0
SEC,2006,2579,South Carolina,8,3,5,0,8,4,4,0,5,4,1,0,13,8,5,0
Big South,2006,324,Coastal Carolina,4,4,0,0,6,5,1,0,6,4,2,0,12,9,3,0
Pac-10,2006,26,UCLA,10,6,4,0,8,6,2,0,5,1,4,0,13,7,6,0
Pac-10,2006,24,Stanford,9,1,8,0,5,0,5,0,7,1,6,0,12,1,11,0
ACC,2006,152,NC State,8,2,6,0,7,3,4,0,5,0,5,0,12,3,9,0
Ivy,2006,159,Dartmouth,6,1,5,0,5,1,4,0,4,0,4,0,9,1,8,0
Ivy,2006,43,Yale,6,5,1,0,4,2,2,0,5,5,0,0,9,7,2,0
FBS Independents,2006,2426,Navy,0,0,0,0,7,4,3,0,6,5,1,0,13,9,4,0
OVC,2006,2630,UT Martin,7,6,1,0,5,4,1,0,5,4,1,0,12,9,3,0
Big South,2006,2335,Liberty,4,2,2,0,6,4,2,0,5,2,3,0,11,6,5,0
SWAC,2006,2029,Arkansas-Pine Bluff,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
Pioneer,2006,301,San Diego,7,7,0,0,6,6,0,0,4,3,1,0,12,11,1,0
Patriot,2006,2230,Fordham,6,1,5,0,0,0,0,0,4,0,4,0,11,3,8,0
NEC,2006,2681,Wagner,7,0,7,0,5,2,3,0,3,1,2,0,11,4,7,0
OVC,2006,55,Jacksonville State,8,5,3,0,4,3,1,0,7,3,4,0,11,6,5,0
SEC,2006,61,Georgia,8,4,4,0,8,5,3,0,5,4,1,0,13,9,4,0
Big South,2006,2241,Gardner-Webb,4,2,2,0,6,3,3,0,4,2,2,0,11,6,5,0
SEC,2006,238,Vanderbilt,8,1,7,0,6,2,4,0,6,2,4,0,12,4,8,0
OVC,2006,2635,Tennessee Tech,8,4,4,0,5,1,4,0,5,2,3,0,11,4,7,0
Southern,2006,290,Georgia Southern,7,2,5,0,7,2,5,0,4,1,3,0,11,3,8,0
Mid-American,2006,2084,Buffalo,8,1,7,0,5,2,3,0,7,0,7,0,12,2,10,0
Big East,2006,58,South Florida,7,4,3,0,6,5,1,0,7,4,3,0,13,9,4,0
Pioneer,2006,2168,Dayton,7,1,6,0,5,3,2,0,3,0,3,0,10,4,6,0
Big East,2006,97,Louisville,7,6,1,0,6,6,0,0,7,6,1,0,13,12,1,0
Conference USA,2006,235,Memphis,8,1,7,0,7,1,6,0,5,1,4,0,12,2,10,0
Pioneer,2006,2181,Drake,7,6,1,0,7,5,2,0,3,3,0,0,11,9,2,0
Patriot,2006,2329,Lehigh,6,5,1,0,6,3,3,0,5,3,2,0,11,6,5,0
SWAC,2006,2296,Jackson State,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Big Sky,2006,304,Idaho State,8,1,7,0,5,1,4,0,4,1,3,0,11,2,9,0
Atlantic 10,2006,111,Northeastern,8,4,4,0,0,0,0,0,5,1,4,0,11,5,6,0
Big 12,2006,158,Nebraska,9,6,3,0,8,6,2,0,6,3,3,0,14,9,5,0
Pac-10,2006,2483,Oregon,10,4,6,0,7,5,2,0,6,2,4,0,13,7,6,0
Sun Belt,2006,2433,UL Monroe,7,3,4,0,5,2,3,0,7,2,5,0,12,4,8,0
FCS Independents,2006,2506,Presbyterian,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0
NEC,2006,2115,Central Connecticut,7,4,3,0,4,4,0,0,3,2,1,0,11,8,3,0
FCS Independents,2006,2542,Savannah St,1,0,1,0,5,1,4,0,3,0,3,0,11,2,9,0
Mountain West,2006,254,Utah,9,5,4,0,7,5,2,0,6,3,3,0,13,8,5,0
Mid-American,2006,2711,Western Michigan,8,6,2,0,5,5,0,0,8,3,5,0,13,8,5,0
Western Athletic,2006,166,New Mexico State,8,2,6,0,7,3,4,0,5,1,4,0,12,4,8,0
Great West,2006,2571,South Dakota State,0,0,0,0,0,0,0,0,4,2,2,0,5,3,2,0
Great West,2006,2449,North Dakota State,0,0,0,0,1,1,0,0,4,3,1,0,5,4,1,0
Southern,2006,2717,Western Carolina,7,0,7,0,5,2,3,0,6,0,6,0,11,2,9,0
SEC,2006,2,Auburn,8,6,2,0,8,6,2,0,5,5,0,0,13,11,2,0
Mid-American,2006,2649,Toledo,8,3,5,0,6,4,2,0,6,1,5,0,12,5,7,0
Conference USA,2006,2116,UCF,8,3,5,0,6,1,5,0,5,2,3,0,12,4,8,0
Ivy,2006,171,Columbia,6,2,4,0,5,4,1,0,4,1,3,0,9,5,4,0
Pac-10,2006,25,California,10,8,2,0,8,8,0,0,5,2,3,0,13,10,3,0
MEAC,2006,2169,Delaware State,8,6,2,0,5,4,1,0,5,3,2,0,11,8,3,0
Sun Belt,2006,249,North Texas,7,2,5,0,5,2,3,0,7,1,6,0,12,3,9,0
Atlantic 10,2006,2729,William & Mary,8,1,7,0,5,1,4,0,4,2,2,0,11,3,8,0
Pac-10,2006,9,Arizona State,9,4,5,0,6,4,2,0,7,3,4,0,13,7,6,0
Atlantic 10,2006,222,Villanova,8,5,3,0,5,2,3,0,3,2,1,0,11,6,5,0
Patriot,2006,2083,Bucknell,6,3,3,0,6,4,2,0,4,2,2,0,11,6,5,0
Mountain West,2006,21,San Diego State,9,3,6,0,6,3,3,0,6,0,6,0,12,3,9,0
Big East,2006,2132,Cincinnati,7,4,3,0,8,7,1,0,5,1,4,0,13,8,5,0
ACC,2006,120,Maryland,8,5,3,0,8,7,1,0,5,2,3,0,13,9,4,0
Mountain West,2006,252,BYU,10,9,1,0,6,6,0,0,7,5,2,0,13,11,2,0
Big Sky,2006,149,Montana,8,8,0,0,8,8,0,0,4,3,1,0,13,12,1,0
OVC,2006,2634,Tennessee State,7,5,2,0,5,4,1,0,4,1,3,0,11,6,5,0
Metro Atlantic Athletic,2006,314,Iona,3,1,2,0,0,0,0,0,5,1,4,0,9,2,7,0
Big South,2006,2678,VMI,4,0,4,0,4,1,3,0,6,0,6,0,11,1,10,0
Atlantic 10,2006,227,Rhode Island,8,2,6,0,6,3,3,0,2,0,2,0,11,4,7,0
Ivy,2006,225,Brown,6,1,5,0,4,1,3,0,5,1,4,0,10,2,8,0
Southland,2006,326,Texas State,6,3,3,0,0,0,0,0,5,2,3,0,11,5,6,0
Southern,2006,2210,Elon,7,2,5,0,6,2,4,0,4,2,2,0,11,5,6,0
Pac-10,2006,264,Washington,9,3,6,0,6,3,3,0,6,2,4,0,12,5,7,0
Southland,2006,2545,SE Louisiana,6,1,5,0,5,2,3,0,5,0,5,0,11,2,9,0
MEAC,2006,47,Howard,8,4,4,0,5,3,2,0,4,1,3,0,11,5,6,0
Atlantic 10,2006,257,Richmond,8,3,5,0,0,0,0,0,5,3,2,0,12,7,5,0
Patriot,2006,2142,Colgate,6,3,3,0,6,3,3,0,3,0,3,0,11,4,7,0
OVC,2006,2197,Eastern Illinois,8,7,1,0,6,5,1,0,7,3,4,0,13,8,5,0
Western Athletic,2006,2348,Louisiana Tech,8,1,7,0,5,2,3,0,8,1,7,0,13,3,10,0
Big 12,2006,245,Texas A&M,8,5,3,0,8,5,3,0,5,4,1,0,13,9,4,0
Pioneer,2006,2674,Valparaiso,7,1,6,0,5,1,4,0,4,1,3,0,11,3,8,0
Western Athletic,2006,62,Hawai'i,8,7,1,0,9,8,1,0,5,3,2,0,14,11,3,0
Atlantic 10,2006,2275,Hofstra,9,1,8,0,0,0,0,0,5,2,3,0,11,2,9,0
Sun Belt,2006,2393,Middle Tennessee,7,6,1,0,5,3,2,0,8,4,4,0,13,7,6,0
Big Sky,2006,2692,Weber State,8,3,5,0,6,3,3,0,4,1,3,0,11,4,7,0
SWAC,2006,2582,Southern,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Southland,2006,2534,Sam Houston,6,4,2,0,5,2,3,0,6,4,2,0,11,6,5,0
ACC,2006,2390,Miami,8,3,5,0,6,4,2,0,6,2,4,0,13,7,6,0
ACC,2006,258,Virginia,8,4,4,0,6,4,2,0,6,1,5,0,12,5,7,0
SWAC,2006,2010,Alabama A&M,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
Big Sky,2006,2464,Northern Arizona,8,5,3,0,5,3,2,0,6,3,3,0,11,6,5,0
MEAC,2006,2065,Bethune-Cookman,8,3,5,0,6,4,2,0,3,1,2,0,11,5,6,0
Western Athletic,2006,328,Utah State,8,1,7,0,5,1,4,0,7,0,7,0,12,1,11,0
Pioneer,2006,2086,Butler,7,2,5,0,7,3,4,0,2,0,2,0,11,3,8,0
Ivy,2006,163,Princeton,6,5,1,0,4,4,0,0,5,4,1,0,9,8,1,0
Southland,2006,2447,Nicholls,6,2,4,0,6,3,3,0,4,0,4,0,11,4,7,0
NEC,2006,399,UAlbany,7,5,2,0,0,0,0,0,5,3,2,0,11,7,4,0
Mid-American,2006,2050,Ball State,8,5,3,0,6,2,4,0,6,3,3,0,12,5,7,0
Pac-10,2006,204,Oregon State,9,6,3,0,7,5,2,0,7,5,2,0,14,10,4,0
Western Athletic,2006,70,Idaho,8,3,5,0,5,2,3,0,7,2,5,0,12,4,8,0
Southern,2006,2643,The Citadel,7,4,3,0,5,4,1,0,6,1,5,0,11,5,6,0
Big Sky,2006,2458,Northern Colorado,8,0,8,0,6,0,6,0,3,0,3,0,11,1,10,0
NEC,2006,2405,Monmouth,7,6,1,0,0,0,0,0,3,3,0,0,12,10,2,0
Metro Atlantic Athletic,2006,2184,Duquesne,2,1,1,0,4,2,2,0,2,1,1,0,8,5,3,0
Southern,2006,236,Chattanooga,7,2,5,0,4,1,3,0,7,2,5,0,11,3,8,0
MVFC,2006,282,Indiana State,7,1,6,0,4,1,3,0,6,0,6,0,11,1,10,0
Patriot,2006,322,Lafayette,6,5,1,0,5,2,3,0,5,3,2,0,12,6,6,0
Sun Belt,2006,2032,Arkansas State,7,4,3,0,5,3,2,0,7,3,4,0,12,6,6,0
Great West,2006,302,UC Davis,0,0,0,0,3,3,0,0,4,2,2,0,7,5,2,0
Great West,2006,253,Southern Utah,0,0,0,0,1,1,0,0,3,0,3,0,5,1,4,0
Ivy,2006,219,Pennsylvania,6,3,3,0,5,3,2,0,4,2,2,0,9,5,4,0
Atlantic 10,2006,256,James Madison,8,7,1,0,5,5,0,0,6,3,3,0,12,9,3,0
Mid-American,2006,189,Bowling Green,8,3,5,0,5,2,3,0,7,2,5,0,12,4,8,0
Big Ten,2006,213,Penn State,8,5,3,0,8,7,1,0,5,2,3,0,13,9,4,0
MVFC,2006,2623,Missouri State,7,1,6,0,6,2,4,0,5,0,5,0,11,2,9,0
MEAC,2006,2450,Norfolk State,8,1,7,0,7,4,3,0,4,0,4,0,11,4,7,0
Great West,2006,155,North Dakota,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
Big 12,2006,2305,Kansas,8,3,5,0,7,5,2,0,5,1,4,0,12,6,6,0
Conference USA,2006,248,Houston,9,8,1,0,8,7,1,0,6,3,3,0,14,10,4,0
Mountain West,2006,36,Colorado State,8,1,7,0,5,2,3,0,6,1,5,0,12,4,8,0
OVC,2006,2198,Eastern Kentucky,8,5,3,0,5,3,2,0,5,2,3,0,11,6,5,0
MEAC,2006,2448,North Carolina A&T,8,0,8,0,0,0,0,0,5,0,5,0,11,0,11,0
SWAC,2006,2640,Texas Southern,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0
Big Ten,2006,2294,Iowa,8,2,6,0,8,4,4,0,5,2,3,0,13,6,7,0
Conference USA,2006,2572,Southern Miss,9,6,3,0,7,6,1,0,7,3,4,0,14,9,5,0
Ivy,2006,172,Cornell,6,3,3,0,6,5,1,0,3,0,3,0,9,5,4,0
Mid-American,2006,195,Ohio,9,7,2,0,6,4,2,0,8,5,3,0,14,9,5,0
Mid-American,2006,2459,Northern Illinois,8,5,3,0,6,4,2,0,7,3,4,0,13,7,6,0
MVFC,2006,2710,Western Illinois,7,2,5,0,5,3,2,0,5,2,3,0,11,5,6,0
Big Ten,2006,2509,Purdue,8,5,3,0,7,5,2,0,7,3,4,0,14,8,6,0
SWAC,2006,2016,Alcorn State,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Mountain West,2006,2005,Air Force,8,3,5,0,6,2,4,0,6,2,4,0,12,4,8,0
Mid-American,2006,2199,Eastern Michigan,8,1,7,0,5,1,4,0,7,0,7,0,12,1,11,0
Pioneer,2006,2413,Morehead State,7,2,5,0,5,0,5,0,5,2,3,0,11,2,9,0
Metro Atlantic Athletic,2006,2612,St. Peter's,3,1,2,0,0,0,0,0,2,0,2,0,8,1,7,0
NEC,2006,2598,St. Francis (PA),7,2,5,0,0,0,0,0,3,0,3,0,11,3,8,0
Pac-10,2006,12,Arizona,10,5,5,0,7,3,4,0,5,3,2,0,12,6,6,0
Conference USA,2006,2655,Tulane,8,2,6,0,5,3,2,0,7,1,6,0,12,4,8,0
Great West,2006,233,South Dakota,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
SWAC,2006,2011,Alabama State,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
SEC,2006,8,Arkansas,9,7,2,0,7,5,2,0,7,5,2,0,14,10,4,0
OVC,2006,93,Murray State,8,0,8,0,5,0,5,0,6,1,5,0,11,1,10,0
Southern,2006,2026,App State,7,7,0,0,8,8,0,0,5,4,1,0,13,12,1,0
MEAC,2006,50,Florida A&M,8,5,3,0,4,2,2,0,2,2,0,0,11,7,4,0
SEC,2006,344,Mississippi State,8,1,7,0,7,1,6,0,5,2,3,0,12,3,9,0
Sun Belt,2006,2226,Florida Atlantic,7,4,3,0,5,3,2,0,7,2,5,0,12,5,7,0
Metro Atlantic Athletic,2006,2368,Marist,3,3,0,0,6,3,3,0,2,0,2,0,10,4,6,0
FCS Independents,2006,2736,Winston-Salem,1,1,0,0,4,2,2,0,5,1,4,0,11,4,7,0
MVFC,2006,2754,Youngstown State,8,7,1,0,8,7,1,0,5,4,1,0,13,11,2,0
Big East,2006,164,Rutgers,7,5,2,0,5,5,0,0,7,5,2,0,13,11,2,0
Mid-American,2006,2117,Central Michigan,9,8,1,0,6,5,1,0,8,5,3,0,14,10,4,0
SEC,2006,57,Florida,9,8,1,0,8,8,0,0,6,5,1,0,14,13,1,0
Pac-10,2006,265,Washington State,9,4,5,0,7,3,4,0,5,3,2,0,12,6,6,0
MEAC,2006,2261,Hampton,8,7,1,0,6,5,1,0,3,2,1,0,12,10,2,0
Atlantic 10,2006,48,Delaware,9,4,5,0,0,0,0,0,2,1,1,0,12,6,6,0
MEAC,2006,2569,South Carolina State,8,6,2,0,4,3,1,0,6,3,3,0,11,7,4,0
MVFC,2006,2287,Illinois State,8,5,3,0,5,4,1,0,8,5,3,0,13,9,4,0
Atlantic 10,2006,119,Towson,8,4,4,0,6,2,4,0,2,2,0,0,11,7,4,0
Big Ten,2006,130,Michigan,9,7,2,0,8,7,1,0,5,4,1,0,13,11,2,0
Big Sky,2006,331,Eastern Washington,8,3,5,0,5,1,4,0,5,2,3,0,11,3,8,0
MVFC,2006,79,Southern Illinois,7,4,3,0,0,0,0,0,6,3,3,0,13,9,4,0
Big Sky,2006,147,Montana State,8,6,2,0,7,4,3,0,6,4,2,0,13,8,5,0
FBS Independents,2006,218,Temple,0,0,0,0,5,1,4,0,7,0,7,0,12,1,11,0
Southern,2006,231,Furman,7,6,1,0,6,6,0,0,6,2,4,0,12,8,4,0
Big South,2006,2127,Charleston Southern,4,2,2,0,6,6,0,0,4,2,2,0,11,9,2,0
Mid-American,2006,2309,Kent State,8,5,3,0,5,3,2,0,7,3,4,0,12,6,6,0
Patriot,2006,107,Holy Cross,6,4,2,0,5,3,2,0,6,4,2,0,11,7,4,0
SEC,2006,145,Ole Miss,8,2,6,0,7,4,3,0,5,0,5,0,12,4,8,0
Big Ten,2006,84,Indiana,8,3,5,0,7,3,4,0,5,2,3,0,12,5,7,0
FBS Independents,2006,349,Army,0,0,0,0,5,2,3,0,7,1,6,0,12,3,9,0
Southern,2006,2747,Wofford,7,5,2,0,6,4,2,0,5,3,2,0,11,7,4,0
ACC,2006,153,North Carolina,8,2,6,0,7,2,5,0,5,1,4,0,12,3,9,0
Big Ten,2006,356,Illinois,8,1,7,0,7,1,6,0,5,1,4,0,12,2,10,0
Conference USA,2006,5,UAB,8,2,6,0,6,3,3,0,6,0,6,0,12,3,9,0
ACC,2006,154,Wake Forest,9,7,2,0,7,4,3,0,7,7,0,0,14,11,3,0
Mountain West,2006,2439,UNLV,8,1,7,0,5,1,4,0,6,0,6,0,12,2,10,0
Southland,2006,2617,Stephen F. Austin,6,4,2,0,6,1,5,0,3,2,1,0,11,4,7,0
Big East,2006,41,UConn,7,1,6,0,7,3,4,0,5,1,4,0,12,4,8,0
Mountain West,2006,167,New Mexico,8,4,4,0,7,3,4,0,6,3,3,0,13,6,7,0
Big Ten,2006,135,Minnesota,9,3,6,0,7,4,3,0,6,2,4,0,13,6,7,0
Western Athletic,2006,278,Fresno State,8,4,4,0,6,3,3,0,6,1,5,0,12,4,8,0
ACC,2006,228,Clemson,8,5,3,0,7,5,2,0,6,3,3,0,13,8,5,0
NEC,2006,2619,Stony Brook,7,5,2,0,4,2,2,0,4,1,3,0,11,5,6,0
SEC,2006,2633,Tennessee,8,5,3,0,7,5,2,0,6,4,2,0,13,9,4,0
Sun Belt,2006,309,Louisiana,7,3,4,0,6,3,3,0,6,3,3,0,12,6,6,0
Conference USA,2006,276,Marshall,8,4,4,0,5,4,1,0,7,1,6,0,12,5,7,0
Big Ten,2006,127,Michigan State,8,1,7,0,7,2,5,0,5,2,3,0,12,4,8,0
SEC,2006,333,Alabama,8,2,6,0,9,6,3,0,4,0,4,0,13,6,7,0
ACC,2006,103,Boston College,8,5,3,0,8,8,0,0,5,2,3,0,13,10,3,0
OVC,2006,2546,Southeast Missouri State,8,2,6,0,0,0,0,0,6,2,4,0,11,4,7,0
FCS Independents,2006,2110,Central Arkansas,0,0,0,0,4,4,0,0,5,3,2,0,11,8,3,0
Big 12,2006,142,Missouri,8,4,4,0,8,6,2,0,5,2,3,0,13,8,5,0
Mountain West,2007,2005,Air Force,9,6,3,0,7,6,1,0,6,3,3,0,13,9,4,0
SWAC,2007,2016,Alcorn State,9,2,7,0,5,1,4,0,2,0,2,0,10,2,8,0
Big 12,2007,38,Colorado,8,4,4,0,8,4,4,0,5,2,3,0,13,6,7,0
Big East,2007,183,Syracuse,7,1,6,0,7,1,6,0,5,1,4,0,12,2,10,0
FCS Independents,2007,2428,North Carolina Central,2,1,1,0,0,0,0,0,3,1,2,0,10,6,4,0
FBS Independents,2007,349,Army,0,0,0,0,5,3,2,0,7,0,7,0,12,3,9,0
Patriot,2007,2083,Bucknell,6,1,5,0,6,1,5,0,4,1,3,0,11,3,8,0
Mountain West,2007,36,Colorado State,9,2,7,0,5,1,4,0,6,1,5,0,12,3,9,0
MVFC,2007,2287,Illinois State,6,2,4,0,5,2,3,0,5,2,3,0,11,4,7,0
SWAC,2007,2029,Arkansas-Pine Bluff,9,4,5,0,4,2,2,0,4,1,3,0,11,4,7,0
MVFC,2007,2623,Missouri State,6,2,4,0,6,5,1,0,4,1,3,0,11,6,5,0
FCS Independents,2007,2619,Stony Brook,1,1,0,0,5,5,0,0,3,1,2,0,11,6,5,0
MEAC,2007,50,Florida A&M,9,2,7,0,4,2,2,0,4,0,4,0,11,3,8,0
Pac-10,2007,2483,Oregon,10,6,4,0,8,6,2,0,5,3,2,0,13,9,4,0
Mid-American,2007,2006,Akron,8,3,5,0,5,3,2,0,7,1,6,0,12,4,8,0
MVFC,2007,2710,Western Illinois,6,3,3,0,6,3,3,0,5,3,2,0,11,6,5,0
Metro Atlantic Athletic,2007,314,Iona,3,2,1,0,0,0,0,0,1,0,1,0,11,7,4,0
Mid-American,2007,189,Bowling Green,8,6,2,0,5,4,1,0,8,4,4,0,13,8,5,0
Big 12,2007,66,Iowa State,8,2,6,0,7,3,4,0,5,0,5,0,12,3,9,0
CAA,2007,160,New Hampshire,8,4,4,0,6,5,1,0,3,1,2,0,12,7,5,0
Big Ten,2007,130,Michigan,9,6,3,0,8,5,3,0,5,4,1,0,13,9,4,0
MEAC,2007,2569,South Carolina State,9,7,2,0,5,4,1,0,6,3,3,0,11,7,4,0
Southland,2007,2377,McNeese,6,6,0,0,6,5,1,0,2,2,0,0,11,10,1,0
Ivy,2007,219,Pennsylvania,7,3,4,0,5,3,2,0,5,1,4,0,10,4,6,0
Western Athletic,2007,2348,Louisiana Tech,8,4,4,0,5,3,2,0,7,2,5,0,12,5,7,0
Big Sky,2007,2458,Northern Colorado,8,1,7,0,5,1,4,0,6,0,6,0,12,1,11,0
Mountain West,2007,252,BYU,11,10,1,0,7,7,0,0,6,4,2,0,13,11,2,0
Ivy,2007,172,Cornell,7,2,5,0,5,4,1,0,5,1,4,0,10,5,5,0
NEC,2007,2681,Wagner,6,3,3,0,6,3,3,0,1,1,0,0,11,7,4,0
Sun Belt,2007,2226,Florida Atlantic,7,6,1,0,6,4,2,0,7,4,3,0,13,8,5,0
Southland,2007,2617,Stephen F. Austin,6,0,6,0,4,0,4,0,4,0,4,0,10,0,10,0
Southland,2007,2447,Nicholls,6,3,3,0,3,2,1,0,5,2,3,0,10,6,4,0
ACC,2007,52,Florida State,8,4,4,0,7,5,2,0,6,2,4,0,13,7,6,0
Mid-American,2007,2117,Central Michigan,8,7,1,0,7,4,3,0,7,4,3,0,14,8,6,0
Big Sky,2007,331,Eastern Washington,8,6,2,0,6,5,1,0,7,4,3,0,13,9,4,0
Mid-American,2007,2459,Northern Illinois,7,1,6,0,6,1,5,0,6,1,5,0,12,2,10,0
OVC,2007,2635,Tennessee Tech,7,2,5,0,5,3,2,0,5,1,4,0,10,4,6,0
Patriot,2007,2230,Fordham,5,4,1,0,0,0,0,0,4,4,0,0,11,7,4,0
Western Athletic,2007,70,Idaho,8,0,8,0,6,1,5,0,6,0,6,0,12,1,11,0
Sun Belt,2007,2032,Arkansas State,7,3,4,0,6,5,1,0,6,0,6,0,12,5,7,0
SEC,2007,61,Georgia,8,6,2,0,8,7,1,0,5,4,1,0,13,11,2,0
Pac-10,2007,9,Arizona State,10,8,2,0,8,7,1,0,5,3,2,0,13,10,3,0
Southland,2007,2466,Northwestern State,7,3,4,0,5,4,1,0,4,0,4,0,11,4,7,0
Conference USA,2007,2116,UCF,9,8,1,0,7,6,1,0,7,4,3,0,14,10,4,0
SEC,2007,145,Ole Miss,8,0,8,0,7,2,5,0,5,1,4,0,12,3,9,0
Southland,2007,2110,Central Arkansas,7,5,2,0,5,4,1,0,5,1,4,0,11,6,5,0
Big Ten,2007,194,Ohio State,9,8,1,0,8,6,2,0,5,5,0,0,13,11,2,0
NEC,2007,2598,St. Francis (PA),6,2,4,0,0,0,0,0,4,2,2,0,10,3,7,0
Ivy,2007,163,Princeton,7,3,4,0,5,2,3,0,5,2,3,0,10,4,6,0
SWAC,2007,2640,Texas Southern,9,0,9,0,0,0,0,0,4,0,4,0,11,0,11,0
OVC,2007,2546,Southeast Missouri State,6,1,5,0,0,0,0,0,4,0,4,0,10,3,7,0
Big Ten,2007,2509,Purdue,8,3,5,0,7,5,2,0,6,3,3,0,13,8,5,0
SWAC,2007,2582,Southern,9,6,3,0,5,3,2,0,1,0,1,0,11,8,3,0
SWAC,2007,2011,Alabama State,9,4,5,0,0,0,0,0,2,1,1,0,11,5,6,0
Big 12,2007,142,Missouri,9,7,2,0,7,6,1,0,7,6,1,0,14,12,2,0
Southland,2007,2545,SE Louisiana,6,2,4,0,5,3,2,0,4,0,4,0,10,3,7,0
Conference USA,2007,242,Rice,8,3,5,0,6,1,5,0,6,2,4,0,12,3,9,0
Great West,2007,233,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Great West,2007,253,Southern Utah,5,0,5,0,4,0,4,0,5,0,5,0,11,0,11,0
CAA,2007,2729,William & Mary,8,2,6,0,5,2,3,0,4,2,2,0,11,4,7,0
Sun Belt,2007,2653,Troy,7,6,1,0,5,4,1,0,7,4,3,0,12,8,4,0
Sun Belt,2007,2393,Middle Tennessee,7,4,3,0,5,2,3,0,7,3,4,0,12,5,7,0
CAA,2007,256,James Madison,8,6,2,0,6,5,1,0,4,2,2,0,13,9,4,0
SEC,2007,2633,Tennessee,9,6,3,0,8,8,0,0,6,2,4,0,14,10,4,0
MVFC,2007,282,Indiana State,6,0,6,0,6,0,6,0,4,0,4,0,11,0,11,0
Mountain West,2007,167,New Mexico,9,6,3,0,7,6,1,0,6,3,3,0,13,9,4,0
Mountain West,2007,254,Utah,10,6,4,0,6,5,1,0,7,4,3,0,13,9,4,0
MEAC,2007,2736,Winston-Salem,9,5,4,0,4,3,1,0,6,2,4,0,11,6,5,0
Big South,2007,324,Coastal Carolina,4,3,1,0,6,4,2,0,5,1,4,0,11,5,6,0
Big Sky,2007,147,Montana State,8,4,4,0,6,4,2,0,4,1,3,0,11,6,5,0
ACC,2007,120,Maryland,8,3,5,0,6,3,3,0,7,3,4,0,13,6,7,0
Pac-10,2007,30,USC,10,8,2,0,7,6,1,0,6,5,1,0,13,11,2,0
Ivy,2007,108,Harvard,7,7,0,0,5,5,0,0,5,3,2,0,10,8,2,0
SEC,2007,96,Kentucky,8,3,5,0,8,5,3,0,5,3,2,0,13,8,5,0
MEAC,2007,2415,Morgan State,9,4,5,0,7,4,3,0,4,1,3,0,11,5,6,0
MEAC,2007,2261,Hampton,9,5,4,0,5,2,3,0,5,3,2,0,11,6,5,0
SEC,2007,8,Arkansas,8,4,4,0,8,5,3,0,4,2,2,0,13,8,5,0
MEAC,2007,2169,Delaware State,9,9,0,0,5,5,0,0,6,4,2,0,12,10,2,0
Mid-American,2007,2084,Buffalo,8,5,3,0,5,3,2,0,7,2,5,0,12,5,7,0
